time,pressure,volume
0,21.802025938,140.871151
0.001,26.273965657,142.39860903
0.002,26.810962325,143.83612038
0.003,27.478218102,145.13440998
0.004,27.97718345,146.31704675
0.005,28.415605649,147.3987206
0.006,28.836924958,148.38469974
0.007,29.227497774,149.28079943
0.008,29.575081561,150.09458955
0.009,29.876157804,150.83415848
0.01,30.131976533,151.50734036
0.011,30.347526947,152.12120851
0.012,30.530872727,152.68165997
0.013,30.690962754,153.19325509
0.014,30.83496089,153.65941621
0.015,30.966766731,154.08286334
0.016,31.087237629,154.4660587
0.017,31.19552346,154.81148652
0.018,31.290546065,155.12172448
0.019,31.371943975,155.39936682
0.02,31.440299148,155.64689772
0.021,31.496841096,155.86659452
0.022,31.542969414,156.06049477
0.023,31.579865889,156.23042056
0.024,31.608315334,156.3780331
0.025,31.628730499,156.50488814
0.026,31.64129848,156.6124735
0.027,31.646155629,156.70222223
0.028,31.643525946,156.77550587
0.029,31.633790175,156.83361662
0.03,31.617480513,156.87774924
0.031,31.595227335,156.90899092
0.032,31.56770611,156.92832463
0.033,31.535642505,156.93667652
0.034,31.501012797,156.9371725
0.035,31.502485114,156.93717303
0.036,31.495405586,156.93717355
0.037,31.493608915,156.93717407
0.038,31.494583859,156.93717459
0.039,31.498351529,156.93717511
0.04,31.505247512,156.93717563
0.041,31.51532031,156.93717614
0.042,31.528522875,156.93717665
0.043,31.544837713,156.93717716
0.044,31.564318946,156.93717766
0.045,31.587102807,156.93717817
0.046,31.613392169,156.93717867
0.047,31.643432458,156.93717916
0.048,31.677490356,156.93717965
0.049,31.715835334,156.93718014
0.05,31.758725574,156.93718063
0.051,31.806409357,156.93718111
0.052,31.859131275,156.93718159
0.053,31.917140661,156.93718207
0.054,31.980698778,156.93718254
0.055,32.050084309,156.937183
0.056,32.125584099,156.93718347
0.057,32.207502115,156.93718392
0.058,32.296151922,156.93718438
0.059,32.391861408,156.93718482
0.06,32.494956897,156.93718527
0.061,32.605783678,156.9371857
0.062,32.724699392,156.93718614
0.063,32.852069508,156.93718656
0.064,32.988274593,156.93718698
0.065,33.133705213,156.9371874
0.066,33.288758524,156.9371878
