time,pressure,volume
0,20.296194345,140.871151
0.001,25.522977146,142.68083713
0.002,26.045537184,144.39188151
0.003,26.766813013,145.93736101
0.004,27.300494953,147.34373239
0.005,27.770759856,148.62749096
0.006,28.223666066,149.7946694
0.007,28.638563055,150.85258203
0.008,28.998815673,151.81096164
0.009,29.300868318,152.68013016
0.01,29.548907099,153.46978153
0.011,29.752198369,154.18825784
0.012,29.922591628,154.84215855
0.013,30.070882729,155.43641565
0.014,30.203964058,155.97478746
0.015,30.324338969,156.46048118
0.016,30.431647366,156.89660784
0.017,30.524781576,157.28634827
0.018,30.603318625,157.63289455
0.019,30.667853775,157.93931399
0.02,30.719524484,158.2084592
0.021,30.759378385,158.44296569
0.022,30.788047495,158.64530464
0.023,30.805800149,158.8178391
0.024,30.812800723,158.96284868
0.025,30.809339359,159.08252085
0.026,30.795925228,159.17892564
0.027,30.773253518,159.25399242
0.028,30.742122829,159.30949799
0.029,30.703358485,159.34706768
0.03,30.657757395,159.36819341
0.031,30.606163947,159.37437921
0.032,30.563936082,159.37437974
0.033,30.560820767,159.37438026
0.034,30.546573135,159.37438079
0.035,30.536616563,159.37438131
0.036,30.52956501,159.37438182
0.037,30.525978767,159.37438234
0.038,30.52602795,159.37438285
0.039,30.529466948,159.37438336
0.04,30.536017966,159.37438386
0.041,30.545545341,159.37438436
0.042,30.55809636,159.37438486
0.043,30.573861503,159.37438535
0.044,30.593106578,159.37438584
0.045,30.616117554,159.37438633
0.046,30.643172264,159.37438681
0.047,30.674532143,159.37438729
0.048,30.710450969,159.37438776
0.049,30.751187651,159.37438823
0.05,30.797009673,159.37438869
0.051,30.848197007,159.37438915
0.052,30.905039312,159.37438961
0.053,30.967835373,159.37439006
0.054,31.036893923,159.3743905
0.055,31.112541408,159.37439094
0.056,31.195121088,159.37439137
0.057,31.284987592,159.3743918
0.058,31.382505309,159.37439223
0.059,31.488056461,159.37439264
0.06,31.602039444,159.37439306
0.061,31.724865862,159.37439346
0.062,31.856957434,159.37439386
0.063,31.998751313,159.37439425
0.064,32.150705839,159.37439464
0.065,32.313281157,159.37439501
0.066,32.486948988,159.37439538
0.067,32.672197728,159.37439575
0.068,32.869523076,159.3743961
0.069,33.079426314,159.37439645
0.07,33.30241847,159.37439678
0.071,33.539013906,159.37439711
