time,pressure,volume
0,16.016769207,140.871151
0.001,16.038191229,140.87115162
0.002,16.042096774,140.87115224
0.003,16.044710078,140.87115287
0.004,16.045325618,140.87115349
0.005,16.044850071,140.87115411
0.006,16.043666409,140.87115473
0.007,16.042047879,140.87115535
0.008,16.040387385,140.87115597
0.009,16.039069499,140.8711566
0.01,16.038371209,140.87115722
0.011,16.038411904,140.87115784
0.012,16.039151753,140.87115846
0.013,16.040425567,140.87115909
0.014,16.042007326,140.87115971
0.015,16.04366495,140.87116034
0.016,16.045205105,140.87116096
0.017,16.046506427,140.87116159
0.018,16.047542538,140.87116221
0.019,16.048370844,140.87116284
0.02,16.04909568,140.87116347
0.021,16.049829137,140.8711641
0.022,16.0506608,140.87116473
0.023,16.051644261,140.87116535
0.024,16.052799282,140.87116599
0.025,16.0541241,140.87116662
0.026,16.055610456,140.87116725
0.027,16.057255788,140.87116788
0.028,16.059069995,140.87116851
0.029,16.061077147,140.87116915
0.03,16.063315507,140.87116978
0.031,16.065834025,140.87117042
0.032,16.068688779,140.87117105
0.033,16.071941014,140.87117169
0.034,16.075655682,140.87117233
0.035,16.079901484,140.87117297
0.036,16.084751009,140.87117361
0.037,16.090281683,140.87117425
0.038,16.096576443,140.87117489
0.039,16.103724392,140.87117553
0.04,16.111820417,140.87117617
0.041,16.120964503,140.87117681
0.042,16.131261351,140.87117745
0.043,16.142820254,140.87117809
0.044,16.155754767,140.87117874
0.045,16.170182261,140.87117938
0.046,16.186223767,140.87118002
0.047,16.204004087,140.87118067
0.048,16.223651653,140.87118131
0.049,16.245299636,140.87118195
0.05,16.269084789,140.8711826
0.051,16.295146652,140.87118324
0.052,16.323627831,140.87118389
0.053,16.354674406,140.87118453
0.054,16.38843548,140.87118517
0.055,16.42506454,140.87118581
0.056,16.464720276,140.87118646
0.057,16.507565737,140.8711871
0.058,16.553768545,140.87118774
0.059,16.603499826,140.87118838
0.06,16.65693385,140.87118902
0.061,16.714248672,140.87118965
0.062,16.77562825,140.87119029
0.063,16.841262274,140.87119093
0.064,16.91134728,140.87119156
0.065,16.986086039,140.87119219
0.066,17.065687241,140.87119282
0.067,17.150366259,140.87119345
0.068,17.240344633,140.87119407
0.069,17.335851796,140.8711947
0.07,17.43712074,140.87119532
0.071,17.544389874,140.87119594
0.072,17.657902153,140.87119655
0.073,17.777904938,140.87119716
0.074,17.904650105,140.87119777
0.075,18.038394105,140.87119838
0.076,18.179394128,140.87119898
0.077,18.327906212,140.87119958
0.078,18.484187271,140.87120017
0.079,18.648493358,140.87120076
0.08,18.821079743,140.87120135
0.081,19.002200311,140.87120193
0.082,19.192115564,140.87120251
0.083,19.391093199,140.87120308
0.084,19.599399885,140.87120364
0.085,19.817301268,140.8712042
0.086,20.045064093,140.87120475
0.087,20.282954212,140.8712053
0.088,20.531233211,140.87120584
0.089,20.790163161,140.87120637
0.09,21.060005088,140.87120689
0.091,21.341008588,140.87120741
0.092,21.633418629,140.87120792
0.093,21.937482191,140.87120842
0.094,22.253448138,140.87120891
0.095,22.581565284,140.8712094
0.096,22.922068464,140.87120987
0.097,23.275183871,140.87121034
0.098,23.641148149,140.87121079
0.099,24.020202404,140.87121123
0.1,24.412587426,140.87121167
0.101,24.81852972,140.87121209
0.102,25.238269294,140.8712125
0.103,25.672021656,140.8712129
0.104,26.119998813,140.87121329
0.105,26.582403566,140.87121366
0.106,27.059434229,140.87121402
0.107,27.551281851,140.87121437
0.108,28.058117994,140.8712147
0.109,28.580097922,140.87121502
0.11,29.117383279,140.87121532
0.111,29.670129495,140.87121561
0.112,30.238476068,140.87121589
0.113,30.82255442,140.87121614
0.114,31.422467328,140.87121638
0.115,32.038319927,140.87121661
0.116,32.670213079,140.87121681
0.117,33.318219654,140.871217
0.118,33.982404822,140.87121717
0.119,34.662828254,140.87121733
0.12,35.359525583,140.87121746
0.121,36.072521525,140.87121757
0.122,36.801831439,140.87121767
0.123,37.54744366,140.87121774
0.124,38.309339836,140.87121779
0.125,39.087492702,140.87121782
0.126,39.881846407,140.87121783
0.127,40.692346259,140.87121782
0.128,41.518915102,140.87121778
0.129,42.361466449,140.87121772
0.13,43.219891536,140.87121764
0.131,44.094076221,140.87121754
0.132,44.983852865,140.87121741
0.133,45.889031802,140.87121725
0.134,46.809399551,140.87121707
0.135,47.744706142,140.87121687
0.136,48.694670155,140.87121663
0.137,49.658951437,140.87121638
0.138,50.63718696,140.87121609
0.139,51.628968215,140.87121578
0.14,52.633817318,140.87121544
0.141,53.651237449,140.87121507
0.142,54.680690958,140.87121468
0.143,55.721523765,140.87121425
0.144,56.773023964,140.8712138
0.145,57.834398214,140.87121332
0.146,58.904764113,140.87121281
0.147,59.983149658,140.87121227
0.148,61.068495842,140.8712117
0.149,62.15964501,140.8712111
0.15,63.255329333,140.87121048
0.151,64.202478876,140.85443848
0.152,64.80626035,140.75819955
0.153,65.273160061,140.60064923
0.154,65.634578753,140.40345742
0.155,65.930481501,140.18054165
0.156,66.185922533,139.94062515
0.157,66.417545347,139.68911103
0.158,66.637095991,139.42915196
0.159,66.852483045,139.16241644
0.16,67.068448946,138.88968059
0.161,67.287284702,138.61126606
0.162,67.50960843,138.32733034
0.163,67.735088426,138.03802959
0.164,67.963020157,137.74358458
0.165,68.192753284,137.44427825
0.166,68.423834229,137.1404265
0.167,68.656024088,136.8323466
0.168,68.88922099,136.52033617
0.169,69.123400959,136.20466491
0.17,69.358558226,135.88557189
0.171,69.594606902,135.5632772
0.172,69.831418837,135.23799157
0.173,70.068862514,134.90991879
0.174,70.30681915,134.57925507
0.175,70.545161766,134.24619071
0.176,70.783764484,133.9109106
0.177,71.022538049,133.57359149
0.178,71.261397275,133.23440096
0.179,71.500230529,132.89350108
0.18,71.738943602,132.55104916
0.181,71.977445151,132.20719603
0.182,72.215633051,131.86208851
0.183,72.453461865,131.51586478
0.184,72.690839161,131.1686578
0.185,72.927662157,130.8205978
0.186,73.163851045,130.47181423
0.187,73.39936722,130.12242473
0.188,73.634145346,129.77254394
0.189,73.868095058,129.42228368
0.19,74.101143383,129.07175376
0.191,74.333256159,128.72105743
0.192,74.56440763,128.37028964
0.193,74.794510024,128.01954438
0.194,75.023478336,127.66891611
0.195,75.251283903,127.31849597
0.196,75.47788337,126.96836798
0.197,75.703184769,126.61861881
0.198,75.927129789,126.26933423
0.199,76.149706578,125.92059275
0.2,76.370862237,125.572471
0.201,76.590545689,125.22504312
0.202,76.808707624,124.87838233
0.203,77.025326969,124.532557
0.204,77.240362677,124.18763281
0.205,77.453733789,123.84367828
0.206,77.665432341,123.50075751
0.207,77.875434752,123.15893042
0.208,78.083699211,122.81825506
0.209,78.290186208,122.4787889
0.21,78.494872306,122.14058668
0.211,78.697696149,121.80370456
0.212,78.898658445,121.46819384
0.213,79.097706481,121.13410634
0.214,79.294827389,120.80149125
0.215,79.489985287,120.47039623
0.216,79.683157213,120.14086784
0.217,79.874325962,119.81294999
0.218,80.063467256,119.48668504
0.219,80.250555,119.1621144
0.22,80.435564224,118.83927855
0.221,80.618471893,118.51821691
0.222,80.799257119,118.1989677
0.223,80.977899412,117.88156799
0.224,81.154379777,117.56605365
0.225,81.328679815,117.2524594
0.226,81.500782422,116.94081878
0.227,81.670671742,116.63116417
0.228,81.838332286,116.32352675
0.229,82.003749521,116.01793667
0.23,82.166909491,115.71442294
0.231,82.327798588,115.41301362
0.232,82.486402867,115.11373587
0.233,82.64270885,114.81661609
0.234,82.796704437,114.52167982
0.235,82.948377755,114.22895178
0.236,83.097717027,113.93845593
0.237,83.244713055,113.65021535
0.238,83.389357256,113.36425214
0.239,83.531640676,113.08058758
0.24,83.671554277,112.79924225
0.241,83.809089508,112.52023605
0.242,83.944238763,112.24358817
0.243,84.076992956,111.9693173
0.244,84.207345857,111.69744145
0.245,84.33529201,111.42797788
0.246,84.460828573,111.16094286
0.247,84.58395031,110.89635192
0.248,84.704650822,110.63422021
0.249,84.822922361,110.37456259
0.25,84.93875399,110.11739418
0.251,85.052137529,109.86273007
0.252,85.163064776,109.6105852
0.253,85.271527946,109.36097444
0.254,85.377517945,109.11391262
0.255,85.481024396,108.8694148
0.256,85.58204105,108.62749581
