time,pressure,volume
0,14.87130131,140.871151
0.001,23.532525097,144.13161028
0.002,24.295761776,147.24044688
0.003,25.398458856,150.07812243
0.004,26.114403255,152.69941621
0.005,26.720252744,155.1355688
0.006,27.341989054,157.39240094
0.007,27.96007144,159.47509739
0.008,28.547279415,161.39271981
0.009,29.09335185,163.15598027
0.01,29.594165995,164.77594562
0.011,30.044729661,166.26397695
0.012,30.442008867,167.6316003
0.013,30.790748914,168.88963178
0.014,31.103075702,170.04713852
0.015,31.391875845,171.11116333
0.016,31.664945498,172.08731352
0.017,31.923450713,172.98067332
0.018,32.164020902,173.79650751
0.019,32.38231649,174.54049304
0.02,32.576066948,175.21850896
0.021,32.746333453,175.83620598
0.022,32.896937618,176.39861489
0.023,33.03284604,176.90996039
0.024,33.158501255,177.37370852
0.025,33.276786357,177.79277405
0.026,33.388756931,178.1697789
0.027,33.493962998,178.50727369
0.028,33.591020057,178.80788032
0.029,33.678257477,179.0743443
0.03,33.754262513,179.30950866
0.031,33.818257458,179.51623349
0.032,33.87026035,179.69729088
0.033,33.911024866,179.85526574
0.034,33.941829006,179.99248492
0.035,33.96421052,180.11098395
0.036,33.97972708,180.21250826
0.037,33.989776873,180.29854055
0.038,33.995493284,180.3703435
0.039,33.997716629,180.42900719
0.04,33.997036759,180.4754912
0.041,33.993873445,180.51065592
0.042,33.988557083,180.53528348
0.043,33.981405793,180.55009562
0.044,33.972862079,180.55582307
0.045,33.966699782,180.55587788
0.046,33.992379574,180.55587836
0.047,34.015258555,180.55587883
0.048,34.044699838,180.55587929
0.049,34.07999011,180.55587976
0.05,34.121616967,180.55588022
0.051,34.169970539,180.55588068
0.052,34.225233363,180.55588113
0.053,34.287531232,180.55588158
0.054,34.357018433,180.55588203
0.055,34.433907285,180.55588247
0.056,34.518461896,180.55588291
0.057,34.610982193,180.55588334
0.058,34.711786223,180.55588377
0.059,34.821197536,180.55588419
0.06,34.939540115,180.55588461
0.061,35.06714062,180.55588503
0.062,35.204333613,180.55588543
0.063,35.351469553,180.55588584
0.064,35.508908275,180.55588623
0.065,35.677044246,180.55588662
0.066,35.856286927,180.555887
0.067,36.047073438,180.55588738
0.068,36.249867416,180.55588774
0.069,36.46515098,180.5558881
0.07,36.693414934,180.55588846
0.071,36.935183598,180.5558888
0.072,37.190983784,180.55588913
0.073,37.461353387,180.55588946
