time,pressure,volume
0,17.40642331,140.871151
0.001,19.747164287,141.73042138
0.002,19.958587493,142.55203707
0.003,20.258704831,143.30567264
0.004,20.463466352,144.00435922
0.005,20.637171625,144.65635329
0.006,20.815685476,145.26313664
0.007,20.99269132,145.82597801
0.008,21.157018082,146.34765702
0.009,21.304384472,146.83168656
0.01,21.435213986,147.28154768
0.011,21.551216814,147.70041853
0.012,21.653952699,148.0911721
0.013,21.744865211,148.45640812
0.014,21.825640405,148.79843929
0.015,21.898258298,149.11925892
0.016,21.96467156,149.42054133
0.017,22.026407001,149.70369565
0.018,22.084350133,149.96995339
0.019,22.138786768,150.22045608
0.02,22.189639356,150.456314
0.021,22.236766261,150.67862435
0.022,22.280207404,150.88845382
0.023,22.320314539,151.08680062
0.024,22.357738595,151.27455493
0.025,22.393315369,151.45247305
0.026,22.427897537,151.62117354
0.027,22.462195567,151.78115534
0.028,22.496676679,151.93283083
0.029,22.531531255,152.07656444
0.03,22.566708894,152.2127073
0.031,22.602003667,152.3416209
0.032,22.637160556,152.46368614
0.033,22.671968341,152.57929928
0.034,22.706321274,152.68885864
0.035,22.740242955,152.79274756
0.036,22.773876663,152.89131817
0.037,22.807450226,152.98487972
0.038,22.841236643,153.07369265
0.039,22.875516957,153.15796784
0.04,22.910556344,153.23786966
0.041,22.946592226,153.31352086
0.042,22.983827117,153.38500827
0.043,23.022432352,153.45238843
0.044,23.06255728,153.5156917
0.045,23.104333075,153.57492563
0.046,23.147879548,153.63007757
0.047,23.193314185,153.68111587
0.048,23.240756982,153.72799042
0.049,23.290330826,153.77063291
0.05,23.342161983,153.8089572
0.051,23.396379199,153.84285971
0.052,23.45311425,153.87222002
0.053,23.512501745,153.89690162
0.054,23.574674128,153.91675394
0.055,23.639777242,153.93161501
0.056,23.7080021,153.94131766
0.057,23.779940479,153.94571728
0.058,23.862678994,153.94586986
0.059,23.958190963,153.94587048
0.06,24.062150967,153.9458711
0.061,24.174986118,153.94587172
0.062,24.296852705,153.94587233
0.063,24.428110374,153.94587294
0.064,24.569269822,153.94587355
0.065,24.720805436,153.94587415
0.066,24.88314681,153.94587475
0.067,25.056703856,153.94587534
0.068,25.241901688,153.94587593
0.069,25.43917786,153.94587651
0.07,25.648995129,153.94587709
0.071,25.871856166,153.94587766
0.072,26.108301221,153.94587823
0.073,26.35888731,153.94587878
0.074,26.62418471,153.94587934
0.075,26.904767165,153.94587988
0.076,27.201224758,153.94588042
0.077,27.514129827,153.94588094
0.078,27.844062035,153.94588146
0.079,28.191614159,153.94588197
0.08,28.557419759,153.94588247
0.081,28.942144377,153.94588296
0.082,29.346469495,153.94588344
0.083,29.771075273,153.94588391
0.084,30.216669094,153.94588437
0.085,30.683971107,153.94588481
0.086,31.173703802,153.94588524
0.087,31.686606358,153.94588565
0.088,32.223411753,153.94588606
0.089,32.78482661,153.94588644
0.09,33.371591053,153.94588681
0.091,33.984477041,153.94588717
0.092,34.624250135,153.94588751
0.093,35.291699838,153.94588783
0.094,35.987607323,153.94588813
0.095,36.712732531,153.94588841
0.096,37.467876079,153.94588867
0.097,38.253843538,153.94588891
0.098,39.071488385,153.94588913
0.099,39.921605563,153.94588932
0.1,40.805018749,153.94588949
0.101,41.722555916,153.94588964
0.102,42.675019448,153.94588976
0.103,43.663179943,153.94588986
0.104,44.687837869,153.94588992
0.105,45.74978193,153.94588996
0.106,46.84975436,153.94588997
0.107,47.98849057,153.94588995
0.108,49.166722172,153.94588989
0.109,50.385145498,153.94588981
0.11,51.644443991,153.94588969
0.111,52.945287742,153.94588953
0.112,54.288290469,153.94588934
0.113,55.674041342,153.94588911
0.114,57.103107326,153.94588885
0.115,58.576025525,153.94588854
0.116,60.093300979,153.94588819
0.117,61.655407657,153.9458878
0.118,63.262774907,153.94588737
0.119,64.915797914,153.94588689
0.12,66.614826123,153.94588637
0.121,68.360170003,153.9458858
0.122,69.523704525,153.85254233
0.123,70.420229437,153.64190421
0.124,71.123568777,153.35299448
0.125,71.702105311,153.01256031
0.126,72.206509769,152.63719297
0.127,72.669327822,152.23696095
0.128,73.111329614,151.81781372
0.129,73.545230853,151.38317683
0.13,73.978408239,150.93499647
0.131,74.414771271,150.47440055
0.132,74.856001953,150.00211234
0.133,75.302456847,149.51869319
0.134,75.753915581,149.02465681
0.135,76.210087773,148.52049708
0.136,76.670696754,148.00668884
0.137,77.13553508,147.48368359
0.138,77.604462603,146.95190189
0.139,78.077355015,146.41173417
0.14,78.553997672,145.86355154
0.141,79.034212232,145.30770865
0.142,79.517758918,144.74454951
0.143,80.00442752,144.17440866
0.144,80.493958591,143.59761487
0.145,80.986153553,143.01448876
0.146,81.48082517,142.42534
0.147,81.977721843,141.83047305
0.148,82.47663042,141.23019032
0.149,82.97739243,140.62478138
0.15,83.479801904,140.01452837
0.151,83.983608162,139.39971442
0.152,84.488596588,138.78062024
0.153,84.994554692,138.15752347
0.154,85.501230849,137.5307008
0.155,86.008435095,136.9004294
0.156,86.516064763,136.26696807
0.157,87.02393461,135.63056929
0.158,87.531865741,134.9914823
0.159,88.039666252,134.34995258
0.16,88.547206107,133.70621872
0.161,89.054333394,133.06051125
0.162,89.560902555,132.41305456
0.163,90.066746922,131.76406994
0.164,90.571792099,131.11376665
0.165,91.075831291,130.46235359
0.166,91.578799728,129.81003119
0.167,92.080590377,129.1569886
0.168,92.581065651,128.50341162
0.169,93.080127729,127.84948192
0.17,93.577634392,127.19537523
0.171,94.073445782,126.54126833
0.172,94.567374807,125.88734105
0.173,95.059246883,125.23377782
0.174,95.548994505,124.58075544
0.175,96.036607957,123.92843312
0.176,96.521896602,123.27697152
0.177,97.004728436,122.62653417
0.178,97.485036822,121.97727844
0.179,97.962732716,121.32935402
0.18,98.437731599,120.6829052
0.181,98.90989726,120.03807979
0.182,99.379238255,119.39501133
0.183,99.84570736,118.75382132
0.184,100.30919688,118.11463336
0.185,100.7696104,117.47757042
0.186,101.22689786,116.8427479
0.187,101.68090238,116.21028815
0.188,102.13162149,115.58030676
0.189,102.57902045,114.95290733
0.19,103.0230487,114.32819115
0.191,103.46367772,113.70625136
0.192,103.90080932,113.08718294
0.193,104.33445823,112.47107225
0.194,104.76451706,111.85800621
0.195,105.19092483,111.24807297
0.196,105.61361749,110.6413588
0.197,106.03255453,110.03794789
0.198,106.44772306,109.43791745
0.199,106.85908319,108.84134077
0.2,107.26659516,108.24828987
0.201,107.67024625,107.65883057
0.202,108.06999151,107.07302699
0.203,108.46577878,106.49094393
0.204,108.85760266,105.9126412
0.205,109.24544389,105.33817477
0.206,109.62928149,104.76759738
0.207,110.00909085,104.20095966
0.208,110.38484814,103.63831032
0.209,110.75653748,103.07969553
0.21,111.12414757,102.5251585
0.211,111.48767006,101.97473927
0.212,111.84709206,101.42847552
0.213,112.20240313,100.88640277
0.214,112.55359396,100.34855434
0.215,112.90065867,99.814961283
0.216,113.24359618,99.285652036
0.217,113.5824079,98.760652257
0.218,113.9170984,98.239984815
0.219,114.24767231,97.723669929
0.22,114.57413511,97.211725402
0.221,114.89648962,96.704167078
0.222,115.21473802,96.201009324
0.223,115.52888817,95.702264587
0.224,115.83895117,95.207943032
0.225,116.14493689,94.718052878
0.226,116.44685915,94.232600316
0.227,116.74473173,93.75158943
0.228,117.03856415,93.275023027
0.229,117.32837186,92.80290231
0.23,117.61416699,92.335227022
0.231,117.89596139,91.871996008
0.232,118.17377926,91.413205964
0.233,118.44764844,90.958850794
0.234,118.71758815,90.508922746
0.235,118.98361243,90.063413459
0.236,119.24573797,89.622313889
0.237,119.5039839,89.185614018
0.238,119.75836991,88.753302848
