time,pressure,volume
0,15.824959429,140.871151
0.001,15.843272311,140.8711517
0.002,15.846634875,140.8711524
0.003,15.848979603,140.8711531
0.004,15.849612206,140.8711538
0.005,15.849295507,140.8711545
0.006,15.848363092,140.8711552
0.007,15.847044673,140.8711559
0.008,15.84567045,140.8711566
0.009,15.844567165,140.8711573
0.01,15.843971593,140.871158
0.011,15.843988582,140.8711587
0.012,15.844589516,140.8711594
0.013,15.845640479,140.8711601
0.014,15.84695505,140.8711608
0.015,15.848340923,140.8711615
0.016,15.84963743,140.87116221
0.017,15.850742458,140.87116291
0.018,15.851630888,140.87116361
0.019,15.852347172,140.87116431
0.02,15.852975659,140.87116502
0.021,15.853608465,140.87116572
0.022,15.854320317,140.87116643
0.023,15.855156936,140.87116713
0.024,15.856136346,140.87116784
0.025,15.857258644,140.87116854
0.026,15.858518178,140.87116925
0.027,15.859913648,140.87116996
0.028,15.86145389,140.87117066
0.029,15.863159691,140.87117137
0.03,15.865063907,140.87117208
0.031,15.86720845,140.87117279
0.032,15.869641406,140.8711735
0.033,15.872415385,140.87117421
0.034,15.875586692,140.87117492
0.035,15.879214874,140.87117563
0.036,15.883362799,140.87117634
0.037,15.888097522,140.87117705
0.038,15.893491005,140.87117776
0.039,15.899620706,140.87117848
0.04,15.906569204,140.87117919
0.041,15.914423701,140.8711799
0.042,15.923275618,140.87118061
0.043,15.933220527,140.87118133
0.044,15.944357853,140.87118204
0.045,15.956790448,140.87118276
0.046,15.970624503,140.87118347
0.047,15.985969575,140.87118418
0.048,16.002938582,140.8711849
0.049,16.021648258,140.87118561
0.05,16.042218727,140.87118633
0.051,16.064772557,140.87118704
0.052,16.089434869,140.87118775
0.053,16.116333837,140.87118847
0.054,16.145600509,140.87118918
0.055,16.177369351,140.87118989
0.056,16.21177898,140.87119061
0.057,16.248971861,140.87119132
0.058,16.289093988,140.87119203
0.059,16.332294481,140.87119274
0.06,16.378725068,140.87119345
0.061,16.428540469,140.87119416
0.062,16.481899509,140.87119487
0.063,16.538966082,140.87119557
0.064,16.59990989,140.87119628
0.065,16.664905588,140.87119698
0.066,16.734132331,140.87119768
0.067,16.807774104,140.87119838
0.068,16.886020382,140.87119908
0.069,16.969066214,140.87119978
0.07,17.057108962,140.87120047
0.071,17.150352019,140.87120117
0.072,17.249002419,140.87120185
0.073,17.353269618,140.87120254
0.074,17.46336649,140.87120323
0.075,17.579509659,140.87120391
0.076,17.701916357,140.87120459
0.077,17.830803386,140.87120526
0.078,17.966388129,140.87120593
0.079,18.10888635,140.8712066
0.08,18.258511959,140.87120726
0.081,18.415478479,140.87120792
0.082,18.579997628,140.87120858
0.083,18.752286767,140.87120923
0.084,18.932561951,140.87120988
0.085,19.121042465,140.87121052
0.086,19.317944572,140.87121115
0.087,19.523482922,140.87121178
0.088,19.737868549,140.87121241
0.089,19.961309453,140.87121303
0.09,20.19401269,140.87121364
0.091,20.436179158,140.87121424
0.092,20.687999907,140.87121484
0.093,20.94966474,140.87121543
0.094,21.221360905,140.87121602
0.095,21.50327689,140.87121659
0.096,21.795597148,140.87121716
0.097,22.098493102,140.87121772
0.098,22.412135019,140.87121827
0.099,22.736697544,140.87121881
0.1,23.072354668,140.87121935
0.101,23.419278164,140.87121987
0.102,23.777638581,140.87122038
0.103,24.14759687,140.87122089
0.104,24.529300556,140.87122138
0.105,24.922898612,140.87122186
0.106,25.328531753,140.87122233
0.107,25.746332278,140.87122279
0.108,26.176419643,140.87122324
0.109,26.618900426,140.87122367
0.11,27.073878505,140.87122409
0.111,27.541456572,140.8712245
0.112,28.021718853,140.8712249
0.113,28.514747429,140.87122528
0.114,29.020617942,140.87122565
0.115,29.539383732,140.871226
0.116,30.071087058,140.87122634
0.117,30.615768694,140.87122666
0.118,31.173459465,140.87122697
0.119,31.744189377,140.87122726
0.12,32.327961677,140.87122754
0.121,32.924764685,140.8712278
0.122,33.534584928,140.87122804
0.123,34.157392239,140.87122826
0.124,34.793147926,140.87122847
0.125,35.441812955,140.87122866
0.126,36.103323711,140.87122883
0.127,36.777611316,140.87122898
0.128,37.464598382,140.87122911
0.129,38.164186975,140.87122923
0.13,38.876282849,140.87122932
0.131,39.600775726,140.87122939
0.132,40.337528636,140.87122945
0.133,41.086371661,140.87122948
0.134,41.847121565,140.87122949
0.135,42.619573446,140.87122948
0.136,43.403498372,140.87122945
0.137,44.198628356,140.87122939
0.138,45.004669214,140.87122932
0.139,45.821309617,140.87122922
0.14,46.648184463,140.87122909
0.141,47.484884928,140.87122895
0.142,48.330997351,140.87122878
0.143,49.186068057,140.87122858
0.144,50.049554081,140.87122837
0.145,50.920875552,140.87122812
0.146,51.799405669,140.87122786
0.147,52.684459687,140.87122757
0.148,53.575262745,140.87122725
0.149,54.470996649,140.87122691
0.15,55.37074621,140.87122655
0.151,56.273552597,140.87122616
0.152,57.178370852,140.87122574
0.153,58.084191535,140.8712253
0.154,58.990022972,140.87122483
0.155,59.894945257,140.87122434
0.156,60.798111167,140.87122382
0.157,61.698814922,140.87122328
0.158,62.596388712,140.87122271
0.159,63.490248242,140.87122212
0.16,64.379846222,140.8712215
0.161,65.264669235,140.87122086
0.162,65.950382767,140.84865519
0.163,66.409774101,140.76091639
0.164,66.766163234,140.62815575
0.165,67.051804393,140.46550408
0.166,67.292863487,140.28268244
0.167,67.504642453,140.08609152
0.168,67.697907385,139.87993446
0.169,67.881110139,139.66679335
0.17,68.060362213,139.44810177
0.171,68.239464855,139.22457312
0.172,68.420298418,138.99654146
0.173,68.603353243,138.76420049
0.174,68.788381727,138.52773537
0.175,68.974906492,138.28736757
0.176,69.162482882,138.04335311
0.177,69.350820522,137.79596236
0.178,69.539803807,137.5454558
0.179,69.729406153,137.29207019
0.18,69.919643172,137.03601431
0.181,70.110478128,136.77747692
0.182,70.301826953,136.51663455
0.183,70.493619519,136.25365443
0.184,70.685753106,135.98869668
0.185,70.878100605,135.72191958
0.186,71.070608735,135.45347319
0.187,71.263195904,135.18350018
0.188,71.455761112,134.91213981
0.189,71.648208993,134.63952925
0.19,71.840470305,134.36579907
0.191,72.03250791,134.09107231
0.192,72.224264959,133.81546431
0.193,72.415649225,133.53908851
0.194,72.606591953,133.26205637
0.195,72.797041417,132.984473
0.196,72.986905105,132.70644407
0.197,73.176103823,132.42807318
0.198,73.364627389,132.14945691
0.199,73.552441595,131.87068413
0.2,73.739458124,131.59184436
0.201,73.925632232,131.31302443
0.202,74.110932243,131.03430583
