time,pressure,volume
0,15.63463716,140.871151
0.001,15.662614726,140.87115175
0.002,15.666353327,140.87115251
0.003,15.668952863,140.87115326
0.004,15.668893522,140.87115402
0.005,15.667313058,140.87115477
0.006,15.665078745,140.87115552
0.007,15.662727288,140.87115628
0.008,15.660702784,140.87115703
0.009,15.659342103,140.87115779
0.01,15.658853593,140.87115854
0.011,15.659271349,140.87115929
0.012,15.660441501,140.87116004
0.013,15.662082016,140.8711608
0.014,15.663887658,140.8712176
0.015,15.673676603,140.87398342
0.016,15.686088858,140.88023505
0.017,15.698668206,140.890025
0.018,15.71188994,140.90305378
0.019,15.725428231,140.91905048
0.02,15.739347233,140.93774025
0.021,15.753753038,140.95883204
0.022,15.76863784,140.98203325
0.023,15.783902484,141.00706451
0.024,15.799414014,141.03366642
0.025,15.815044456,141.06160006
0.026,15.830686941,141.09064449
0.027,15.846258656,141.12059353
0.028,15.861698893,141.15125272
0.029,15.876966212,141.18243671
0.03,15.892035062,141.21396708
0.031,15.906892289,141.24567074
0.032,15.921533286,141.27737874
0.033,15.935958323,141.30892566
0.034,15.950170309,141.34014939
0.035,15.964174244,141.37089094
0.036,15.97797762,141.40099428
0.037,15.991591923,141.43030598
0.038,16.005033583,141.45867472
0.039,16.018324936,141.48595066
0.04,16.031494532,141.51198478
0.041,16.044576271,141.53662826
0.042,16.057608157,141.55973215
0.043,16.070630713,141.58114714
0.044,16.083685766,141.60072368
0.045,16.096815996,141.61831211
0.046,16.110064677,141.63376317
0.047,16.12347679,141.64692857
0.048,16.13710195,141.65766215
0.049,16.150999874,141.6658225
0.05,16.165257199,141.67128127
0.051,16.180072908,141.67396095
0.052,16.197091075,141.67430768
0.053,16.2219003,141.67430839
0.054,16.247731811,141.6743091
0.055,16.276228543,141.67430981
0.056,16.307232471,141.67431051
0.057,16.340848644,141.67431122
0.058,16.377310621,141.67431192
0.059,16.416816651,141.67431262
0.06,16.459501958,141.67431331
0.061,16.505466409,141.67431401
0.062,16.554803262,141.6743147
0.063,16.607613681,141.67431539
0.064,16.664007544,141.67431608
0.065,16.724102682,141.67431676
0.066,16.788024456,141.67431745
0.067,16.85590692,141.67431812
0.068,16.927894352,141.6743188
0.069,17.004139304,141.67431947
0.07,17.084801443,141.67432014
0.071,17.170043445,141.67432081
0.072,17.26003119,141.67432147
0.073,17.354935479,141.67432213
0.074,17.454929898,141.67432278
0.075,17.560193962,141.67432343
0.076,17.670914521,141.67432408
0.077,17.787289015,141.67432472
0.078,17.909526409,141.67432536
0.079,18.037846111,141.67432599
0.08,18.172473199,141.67432662
0.081,18.313640882,141.67432724
0.082,18.461590952,141.67432786
0.083,18.616568604,141.67432847
0.084,18.778823815,141.67432908
0.085,18.948607777,141.67432968
0.086,19.126174378,141.67433027
0.087,19.31178184,141.67433086
0.088,19.505695068,141.67433144
0.089,19.708185431,141.67433202
0.09,19.919531188,141.67433258
0.091,20.14001394,141.67433315
0.092,20.369920602,141.6743337
0.093,20.609541145,141.67433424
0.094,20.859168822,141.67433478
0.095,21.11910075,141.67433531
0.096,21.389636113,141.67433583
0.097,21.671076667,141.67433634
0.098,21.96371948,141.67433685
0.099,22.267850959,141.67433734
0.1,22.583767855,141.67433782
0.101,22.911774113,141.6743383
0.102,23.252168279,141.67433876
0.103,23.605247275,141.67433921
0.104,23.971301779,141.67433965
0.105,24.350594042,141.67434008
0.106,24.74340093,141.6743405
0.107,25.150005701,141.67434091
0.108,25.570679836,141.6743413
0.109,26.005690307,141.67434168
0.11,26.455305849,141.67434205
0.111,26.919787318,141.6743424
0.112,27.399406211,141.67434274
0.113,27.894418854,141.67434307
0.114,28.405046826,141.67434338
0.115,28.931520474,141.67434367
0.116,29.47407186,141.67434395
0.117,30.03291394,141.67434421
0.118,30.608283084,141.67434446
0.119,31.200386723,141.67434469
0.12,31.809414307,141.6743449
0.121,32.435544885,141.6743451
0.122,33.078946963,141.67434527
0.123,33.739769625,141.67434543
0.124,34.418189751,141.67434557
0.125,35.114336221,141.67434569
0.126,35.828348122,141.67434578
0.127,36.56034356,141.67434586
0.128,37.310428387,141.67434592
0.129,38.078699103,141.67434595
0.13,38.865222393,141.67434597
0.131,39.670073644,141.67434596
0.132,40.49332521,141.67434592
0.133,41.335020617,141.67434587
0.134,42.195207009,141.67434579
0.135,43.07390871,141.67434568
0.136,43.971158604,141.67434555
0.137,44.886952244,141.6743454
0.138,45.821272975,141.67434522
0.139,46.774128541,141.67434501
0.14,47.745514771,141.67434478
0.141,48.735411673,141.67434452
0.142,49.743793869,141.67434423
0.143,50.770615586,141.67434391
0.144,51.815822831,141.67434357
0.145,52.879356175,141.67434319
0.146,53.961146433,141.67434279
0.147,55.06111678,141.67434235
0.148,56.179167323,141.67434189
0.149,57.315134612,141.67434139
0.15,58.468829706,141.67434086
0.151,59.639990015,141.6743403
0.152,60.828306908,141.67433971
0.153,62.033466259,141.67433909
0.154,63.255122165,141.67433843
0.155,64.140995171,141.62697571
0.156,64.776701757,141.491043
0.157,65.261356122,141.29551586
0.158,65.642719582,141.06191953
0.159,65.965448085,140.80322686
0.16,66.256687505,140.52697563
0.161,66.532755745,140.23747918
0.162,66.803489713,139.93712368
0.163,67.074340377,139.62720257
0.164,67.347906034,139.30845053
0.165,67.625156006,138.98135117
0.166,67.90625655,138.64629072
0.167,68.191082127,138.3036211
0.168,68.479424033,137.95367847
0.169,68.771080088,137.5967866
0.17,69.06581347,137.23326152
0.171,69.363389169,136.8634135
0.172,69.663557204,136.48754842
0.173,69.966075068,136.10596951
0.174,70.270715383,135.71897449
0.175,70.577284913,135.32685468
0.176,70.885660984,134.92988427
0.177,71.195690956,134.52832589
0.178,71.507229804,134.12243069
0.179,71.820134721,133.71243993
0.18,72.134226696,133.29858924
0.181,72.449351488,132.88110866
0.182,72.765369995,132.46021973
0.183,73.08212789,132.03613914
0.184,73.399472672,131.60907845
0.185,73.717273287,131.17924324
0.186,74.035384774,130.74683358
0.187,74.353699232,130.31204278
0.188,74.67208598,129.87505803
0.189,74.990437293,129.43606018
0.19,75.308630174,128.99522521
0.191,75.626520896,128.55272769
0.192,75.944019432,128.10873549
0.193,76.260990502,127.66341401
0.194,76.577372059,127.21692052
0.195,76.89301871,126.76941025
0.196,77.207832436,126.32103717
0.197,77.521737619,125.87194657
0.198,77.834602536,125.42228378
0.199,78.146229917,124.9722016
0.2,78.456519263,124.52185185
0.201,78.765427049,124.07137893
0.202,79.072859931,123.62091776
0.203,79.378654493,123.17061062
0.204,79.682794778,122.72059061
0.205,79.985197252,122.27098388
0.206,80.285772731,121.82191603
0.207,80.584384794,121.37351195
0.208,80.881049734,120.92588906
0.209,81.175638355,120.47916179
0.21,81.468044312,120.03344783
