time,pressure,volume
0,10.702540641,140.871151
0.001,11.285517928,141.13134353
0.002,11.336715727,141.38735584
0.003,11.412918407,141.6306437
0.004,11.461475338,141.86475614
0.005,11.496932678,142.09265972
0.006,11.534807125,142.31492172
0.007,11.578702169,142.53123774
0.008,11.626276813,142.74146986
0.009,11.674554195,142.94587459
0.01,11.721908188,143.14495638
0.011,11.7680032,143.33927919
0.012,11.813153003,143.52935768
0.013,11.857808928,143.71562581
0.014,11.902300382,143.89844858
0.015,11.94675451,144.07814931
0.016,11.991113984,144.25503649
0.017,12.035201278,144.42942271
0.018,12.078797526,144.60163286
0.019,12.121714697,144.7720022
0.02,12.163845115,144.94086701
0.021,12.205184723,145.10855159
0.022,12.245829959,145.275355
0.023,12.285954433,145.44154072
0.024,12.325773769,145.60733083
0.025,12.365505166,145.77290563
0.026,12.405331983,145.93840816
0.027,12.445378272,146.10395233
0.028,12.485701331,146.26963257
0.029,12.52630065,146.43553245
0.03,12.567141258,146.60173047
0.031,12.608189732,146.76830135
0.032,12.649450729,146.93531228
0.033,12.690993893,147.10281536
0.034,12.73296884,147.27083783
0.035,12.77560085,147.43937244
0.036,12.819171669,147.60837024
0.037,12.863987715,147.77773729
0.038,12.910343531,147.94733636
0.039,12.958485776,148.11699328
0.04,13.008584846,148.28650738
0.041,13.060724089,148.45566359
0.042,13.114900033,148.62424454
0.043,13.171036893,148.79204099
0.044,13.229016308,148.95885836
0.045,13.288706811,149.12451919
0.046,13.349994276,149.2888615
0.047,13.412807598,149.45173353
0.048,13.477131385,149.61298648
0.049,13.543010285,149.77246672
0.05,13.6105458,149.93000826
0.051,13.67988134,150.08542706
0.052,13.751184238,150.23851799
0.053,13.824634052,150.38905346
0.054,13.900411285,150.53678375
0.055,13.978687246,150.68143862
0.056,14.059620157,150.82272971
0.057,14.143354326,150.96035301
0.058,14.230018496,151.09399146
0.059,14.319725899,151.22331753
0.06,14.412580326,151.34799523
0.061,14.508678537,151.46768139
0.062,14.60810817,151.58202719
0.063,14.710954623,151.69067911
0.064,14.817299924,151.79327945
0.065,14.92721656,151.88946778
0.066,15.040771574,151.97888203
0.067,15.158024146,152.06115967
0.068,15.279025115,152.13593894
0.069,15.403813883,152.20286054
0.07,15.532424815,152.26156862
0.071,15.664877166,152.31171268
0.072,15.801170288,152.35295058
0.073,15.941286398,152.38495214
0.074,16.085204265,152.40740413
0.075,16.233002755,152.42002058
0.076,16.396064489,152.42254109
0.077,16.567378672,152.42254177
0.078,16.757695772,152.42254245
0.079,16.95874063,152.42254312
0.08,17.170596311,152.42254378
0.081,17.393071402,152.42254444
0.082,17.626570089,152.42254509
0.083,17.871680371,152.42254574
0.084,18.128887152,152.42254638
0.085,18.398520061,152.42254701
0.086,18.680791794,152.42254764
0.087,18.975881135,152.42254825
0.088,19.283975058,152.42254886
0.089,19.605300917,152.42254946
0.09,19.940142177,152.42255005
0.091,20.288795673,152.42255064
0.092,20.651568325,152.42255121
0.093,21.028765335,152.42255177
0.094,21.420695196,152.42255232
0.095,21.827649055,152.42255286
0.096,22.249902557,152.42255339
0.097,22.687725579,152.42255391
0.098,23.141372514,152.42255442
0.099,23.611090592,152.42255491
0.1,24.09712243,152.42255539
0.101,24.599687626,152.42255586
0.102,25.119007045,152.42255631
0.103,25.655287898,152.42255675
0.104,26.208737303,152.42255717
0.105,26.779581065,152.42255758
0.106,27.36805393,152.42255797
0.107,27.974374874,152.42255835
0.108,28.598763813,152.42255871
0.109,29.241445569,152.42255905
0.11,29.902644996,152.42255937
0.111,30.582586608,152.42255968
0.112,31.281488197,152.42255996
0.113,31.999549136,152.42256023
0.114,32.736933533,152.42256047
0.115,33.493817475,152.4225607
0.116,34.270371688,152.4225609
0.117,35.066737213,152.42256109
